question,span,answer,syntatic_divergence,span_TFIDF,matching_word_frequency,bigram_overlap,trigram_overlap,span_word_frequency,bigram_TFIDF,trigram_TFIDF,minkowski_distance,manhattan_distance,euclidean_distance,hamming_distance,jaccard_distance,consistant_labels,span_POS_tags,span_length,question_length
Which team held the scoring lead throughout the entire game?,The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.,Broncos,"(1, ((4, ['their-24', 'title-28', 'earn-23', 'defeated-10', 'broncos-9']), (5, ['which-0', 'team-1', 'held-2', 'throughout-6', 'game-9', 'the-7'])))",1.2400000000000002,0,0.0,0.0,1.2400000000000002,4.378802695198572,4.472135954999581,133.0,133,30.740852297878796,159,0.9655172413793104,(ROOT (S (NP (DT The) (NML (NML (NML (NNP American) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NML (NNP AFC)) (-RRB- -RRB-)) (NN champion)) (NNP Denver) (NNP Broncos)) (VP (VBD defeated) (NP (DT the) (NML (NML (NNP National) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NNP NFC) (-RRB- -RRB-) (NN champion)) (NNP Carolina) (NNP Panthers) (CD 24) (CD –10)) (S (VP (TO to) (VP (VB earn) (NP (PRP$ their) (JJ third) (NML (NNP Super) (NNP Bowl)) (NN title)))))) (. .))),"[('The', 'DET'), ('American', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('AFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Denver', 'NOUN'), ('Broncos', 'NOUN'), ('defeated', 'VERB'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('NFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Carolina', 'NOUN'), ('Panthers', 'NOUN'), ('24–10', 'NUM'), ('to', 'PRT'), ('earn', 'VERB'), ('their', 'PRON'), ('third', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('title', 'NOUN'), ('.', '.')]",25,10
Which team held the scoring lead throughout the entire game?,The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.,Broncos,"(1, ((4, ['their-24', 'title-28', 'earn-23', 'defeated-10', 'broncos-9']), (5, ['which-0', 'team-1', 'held-2', 'throughout-6', 'game-9', 'the-7'])))",1.2400000000000002,0,0.0,0.0,1.2400000000000002,4.378802695198572,4.472135954999581,133.0,133,30.740852297878796,159,0.9655172413793104,(ROOT (S (NP (DT The) (NML (NML (NML (NNP American) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NML (NNP AFC)) (-RRB- -RRB-)) (NN champion)) (NNP Denver) (NNP Broncos)) (VP (VBD defeated) (NP (DT the) (NML (NML (NNP National) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NNP NFC) (-RRB- -RRB-) (NN champion)) (NNP Carolina) (NNP Panthers) (CD 24) (CD –10)) (S (VP (TO to) (VP (VB earn) (NP (PRP$ their) (JJ third) (NML (NNP Super) (NNP Bowl)) (NN title)))))) (. .))),"[('The', 'DET'), ('American', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('AFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Denver', 'NOUN'), ('Broncos', 'NOUN'), ('defeated', 'VERB'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('NFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Carolina', 'NOUN'), ('Panthers', 'NOUN'), ('24–10', 'NUM'), ('to', 'PRT'), ('earn', 'VERB'), ('their', 'PRON'), ('third', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('title', 'NOUN'), ('.', '.')]",25,10
Which team held the scoring lead throughout the entire game?,The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.,Broncos,"(1, ((4, ['their-24', 'title-28', 'earn-23', 'defeated-10', 'broncos-9']), (5, ['which-0', 'team-1', 'held-2', 'throughout-6', 'game-9', 'the-7'])))",1.2400000000000002,0,0.0,0.0,1.2400000000000002,4.378802695198572,4.472135954999581,133.0,133,30.740852297878796,159,0.9655172413793104,(ROOT (S (NP (DT The) (NML (NML (NML (NNP American) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NML (NNP AFC)) (-RRB- -RRB-)) (NN champion)) (NNP Denver) (NNP Broncos)) (VP (VBD defeated) (NP (DT the) (NML (NML (NNP National) (NNP Football) (NNP Conference)) (-LRB- -LRB-) (NNP NFC) (-RRB- -RRB-) (NN champion)) (NNP Carolina) (NNP Panthers) (CD 24) (CD –10)) (S (VP (TO to) (VP (VB earn) (NP (PRP$ their) (JJ third) (NML (NNP Super) (NNP Bowl)) (NN title)))))) (. .))),"[('The', 'DET'), ('American', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('AFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Denver', 'NOUN'), ('Broncos', 'NOUN'), ('defeated', 'VERB'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('Conference', 'NOUN'), ('(', '.'), ('NFC', 'NOUN'), (')', '.'), ('champion', 'NOUN'), ('Carolina', 'NOUN'), ('Panthers', 'NOUN'), ('24–10', 'NUM'), ('to', 'PRT'), ('earn', 'VERB'), ('their', 'PRON'), ('third', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('title', 'NOUN'), ('.', '.')]",25,10
What city did Super Bowl 50 take place in?,"The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",Santa Clara,"(1, ((4, ['in-14', 'area-19', 'at-20', 'clara-22', 'santa-21']), (3, ['what-0', 'city-1', 'take-6', 'in-8'])))",1.0952380952380956,0,0.0,0.0,1.0952380952380956,3.4641016151377557,3.3166247903554007,84.0,84,21.95449840010015,101,1.0,"(ROOT (S (NP (DT The) (NN game)) (VP (VBD was) (VP (VBN played) (PP (IN on) (NP (NNP February) (CD 7) (, ,) (CD 2016))) (, ,) (PP (IN at) (NP (NP (NNP Levi's) (NNP Stadium)) (PP (IN in) (NP (NP (DT the) (NML (NML (NNP San) (NNP Francisco)) (NNP Bay)) (NNP Area)) (PP (IN at) (NP (NP (NNP Santa) (NNP Clara)) (, ,) (NP (NNP California)))))))))) (. .)))","[('The', 'DET'), ('game', 'NOUN'), ('was', 'VERB'), ('played', 'VERB'), ('on', 'ADP'), ('February', 'NOUN'), ('7', 'NUM'), (',', '.'), ('2016', 'NUM'), (',', '.'), ('at', 'ADP'), ('Levi', 'NOUN'), (""'s"", 'PRT'), ('Stadium', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('San', 'NOUN'), ('Francisco', 'NOUN'), ('Bay', 'NOUN'), ('Area', 'NOUN'), ('at', 'ADP'), ('Santa', 'NOUN'), ('Clara', 'NOUN'), (',', '.'), ('California', 'NOUN'), ('.', '.')]",21,9
"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,L,"(0, ((6, ['the-21', 'season-23', 'for-20', 'champion-11', 'of-12', 'league-16', 'nfl-18']), (6, ['if-0', 'used-4', 'in-5', 'naming-7', 'of-8', 'bowl-12', 'the-9'])))",1.2727272727272725,0.14285714285714285,0.07692307692307693,0.0,1.2727272727272725,3.6055512754639905,3.4641016151377557,61.0,61,13.527749258468683,120,0.9117647058823529,(ROOT (S (NP (NNP Super) (NNP Bowl) (CD 50)) (VP (VBD was) (NP (NP (DT an) (JJ American) (NN football) (NN game)) (SBAR (S (VP (TO to) (VP (VB determine) (NP (NP (DT the) (NN champion)) (PP (IN of) (NP (NP (DT the) (NNP National) (NNP Football) (NNP League)) (-LRB- -LRB-) (NP (NNP NFL)) (-RRB- -RRB-)))) (PP (IN for) (NP (DT the) (CD 2015) (NN season))))))))) (. .))),"[('Super', 'NOUN'), ('Bowl', 'NOUN'), ('50', 'NUM'), ('was', 'VERB'), ('an', 'DET'), ('American', 'ADJ'), ('football', 'NOUN'), ('game', 'NOUN'), ('to', 'PRT'), ('determine', 'VERB'), ('the', 'DET'), ('champion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('League', 'NOUN'), ('(', '.'), ('NFL', 'NOUN'), (')', '.'), ('for', 'ADP'), ('the', 'DET'), ('2015', 'NUM'), ('season', 'NOUN'), ('.', '.')]",22,19
What color was used to emphasize the 50th anniversary of the Super Bowl?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",gold,"(0, ((4, ['anniversary-14', 'with-16', 'initiatives-21', 'themed-20', 'gold-18']), (4, ['what-0', 'color-1', 'used-3', 'emphasize-5', 'anniversary-8'])))",2.0357142857142856,0.25,0.0967741935483871,0.0,2.0357142857142856,5.096368606466077,5.477225575051665,279.0,279,69.76388750635962,295,0.8979591836734694,"(ROOT (S (SBAR (IN As) (S (NP (DT this)) (VP (VBD was) (NP (DT the) (JJ 50th) (NNP Super) (NNP Bowl))))) (, ,) (NP (DT the) (NN league)) (VP (VBD emphasized) (NP (NP (NP (DT the) (`` "") (JJ golden) (NN anniversary)) ('' "") (PP (IN with) (NP (JJ various) (ADJP (NN gold) (HYPH -) (JJ themed)) (NNS initiatives)))) (, ,) (CONJP (RB as) (RB well) (IN as)) (S (ADVP (RB temporarily)) (VP (VBG suspending) (NP (NP (DT the) (NN tradition)) (PP (IN of) (S (VP (VBG naming) (NP (DT each) (NML (NNP Super) (NNP Bowl)) (NN game)) (PP (IN with) (NP (NP (JJ Roman) (NNS numerals)) (-LRB- -LRB-) (SBAR (WHPP (IN under) (WHNP (WDT which))) (S (NP (DT the) (NN game)) (VP (MD would) (VP (VB have) (VP (VBN been) (VP (VBN known) (PP (IN as) (NP (`` "") (NML (NNP Super) (NNP Bowl)) (NNP L))))))))) ('' ""))))))))) (-RRB- -RRB-)) (, ,) (SBAR (IN so) (IN that) (S (NP (DT the) (NN logo)) (VP (MD could) (ADVP (RB prominently)) (VP (VB feature) (NP (DT the) (JJ Arabic) (NNS numerals)) (NP (CD 50))))))) (. .)))","[('As', 'ADP'), ('this', 'DET'), ('was', 'VERB'), ('the', 'DET'), ('50th', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), (',', '.'), ('the', 'DET'), ('league', 'NOUN'), ('emphasized', 'VERB'), ('the', 'DET'), ('``', '.'), ('golden', 'ADJ'), ('anniversary', 'NOUN'), (""''"", '.'), ('with', 'ADP'), ('various', 'ADJ'), ('gold-themed', 'ADJ'), ('initiatives', 'NOUN'), (',', '.'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'ADP'), ('temporarily', 'ADV'), ('suspending', 'VERB'), ('the', 'DET'), ('tradition', 'NOUN'), ('of', 'ADP'), ('naming', 'VERB'), ('each', 'DET'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('game', 'NOUN'), ('with', 'ADP'), ('Roman', 'NOUN'), ('numerals', 'NOUN'), ('(', '.'), ('under', 'ADP'), ('which', 'DET'), ('the', 'DET'), ('game', 'NOUN'), ('would', 'VERB'), ('have', 'VERB'), ('been', 'VERB'), ('known', 'VERB'), ('as', 'ADP'), ('``', '.'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('L', 'NOUN'), (""''"", '.'), (')', '.'), (',', '.'), ('so', 'ADV'), ('that', 'ADP'), ('the', 'DET'), ('logo', 'NOUN'), ('could', 'VERB'), ('prominently', 'ADV'), ('feature', 'VERB'), ('the', 'DET'), ('Arabic', 'NOUN'), ('numerals', 'NOUN'), ('50', 'NUM'), ('.', '.')]",56,13
"Rather than Roman numerals, what did the NFL decide to use?","As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",Arabic numerals,"(1, ((1, ['numerals-65', 'arabic-64']), (2, ['rather-0', 'than-1', 'numerals-3'])))",2.0357142857142856,0.09375,0.03225806451612903,0.0,2.0357142857142856,5.096368606466077,5.477225575051665,296.0,296,72.86974680894672,297,0.9607843137254902,"(ROOT (S (SBAR (IN As) (S (NP (DT this)) (VP (VBD was) (NP (DT the) (JJ 50th) (NNP Super) (NNP Bowl))))) (, ,) (NP (DT the) (NN league)) (VP (VBD emphasized) (NP (NP (NP (DT the) (`` "") (JJ golden) (NN anniversary)) ('' "") (PP (IN with) (NP (JJ various) (ADJP (NN gold) (HYPH -) (JJ themed)) (NNS initiatives)))) (, ,) (CONJP (RB as) (RB well) (IN as)) (S (ADVP (RB temporarily)) (VP (VBG suspending) (NP (NP (DT the) (NN tradition)) (PP (IN of) (S (VP (VBG naming) (NP (DT each) (NML (NNP Super) (NNP Bowl)) (NN game)) (PP (IN with) (NP (NP (JJ Roman) (NNS numerals)) (-LRB- -LRB-) (SBAR (WHPP (IN under) (WHNP (WDT which))) (S (NP (DT the) (NN game)) (VP (MD would) (VP (VB have) (VP (VBN been) (VP (VBN known) (PP (IN as) (NP (`` "") (NML (NNP Super) (NNP Bowl)) (NNP L))))))))) ('' ""))))))))) (-RRB- -RRB-)) (, ,) (SBAR (IN so) (IN that) (S (NP (DT the) (NN logo)) (VP (MD could) (ADVP (RB prominently)) (VP (VB feature) (NP (DT the) (JJ Arabic) (NNS numerals)) (NP (CD 50))))))) (. .)))","[('As', 'ADP'), ('this', 'DET'), ('was', 'VERB'), ('the', 'DET'), ('50th', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), (',', '.'), ('the', 'DET'), ('league', 'NOUN'), ('emphasized', 'VERB'), ('the', 'DET'), ('``', '.'), ('golden', 'ADJ'), ('anniversary', 'NOUN'), (""''"", '.'), ('with', 'ADP'), ('various', 'ADJ'), ('gold-themed', 'ADJ'), ('initiatives', 'NOUN'), (',', '.'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'ADP'), ('temporarily', 'ADV'), ('suspending', 'VERB'), ('the', 'DET'), ('tradition', 'NOUN'), ('of', 'ADP'), ('naming', 'VERB'), ('each', 'DET'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('game', 'NOUN'), ('with', 'ADP'), ('Roman', 'NOUN'), ('numerals', 'NOUN'), ('(', '.'), ('under', 'ADP'), ('which', 'DET'), ('the', 'DET'), ('game', 'NOUN'), ('would', 'VERB'), ('have', 'VERB'), ('been', 'VERB'), ('known', 'VERB'), ('as', 'ADP'), ('``', '.'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('L', 'NOUN'), (""''"", '.'), (')', '.'), (',', '.'), ('so', 'ADV'), ('that', 'ADP'), ('the', 'DET'), ('logo', 'NOUN'), ('could', 'VERB'), ('prominently', 'ADV'), ('feature', 'VERB'), ('the', 'DET'), ('Arabic', 'NOUN'), ('numerals', 'NOUN'), ('50', 'NUM'), ('.', '.')]",56,11
What color was used to emphasize the 50th anniversary of the Super Bowl?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",gold,"(0, ((4, ['anniversary-14', 'with-16', 'initiatives-21', 'themed-20', 'gold-18']), (4, ['what-0', 'color-1', 'used-3', 'emphasize-5', 'anniversary-8'])))",2.0357142857142856,0.25,0.0967741935483871,0.0,2.0357142857142856,5.096368606466077,5.477225575051665,279.0,279,69.76388750635962,295,0.8979591836734694,"(ROOT (S (SBAR (IN As) (S (NP (DT this)) (VP (VBD was) (NP (DT the) (JJ 50th) (NNP Super) (NNP Bowl))))) (, ,) (NP (DT the) (NN league)) (VP (VBD emphasized) (NP (NP (NP (DT the) (`` "") (JJ golden) (NN anniversary)) ('' "") (PP (IN with) (NP (JJ various) (ADJP (NN gold) (HYPH -) (JJ themed)) (NNS initiatives)))) (, ,) (CONJP (RB as) (RB well) (IN as)) (S (ADVP (RB temporarily)) (VP (VBG suspending) (NP (NP (DT the) (NN tradition)) (PP (IN of) (S (VP (VBG naming) (NP (DT each) (NML (NNP Super) (NNP Bowl)) (NN game)) (PP (IN with) (NP (NP (JJ Roman) (NNS numerals)) (-LRB- -LRB-) (SBAR (WHPP (IN under) (WHNP (WDT which))) (S (NP (DT the) (NN game)) (VP (MD would) (VP (VB have) (VP (VBN been) (VP (VBN known) (PP (IN as) (NP (`` "") (NML (NNP Super) (NNP Bowl)) (NNP L))))))))) ('' ""))))))))) (-RRB- -RRB-)) (, ,) (SBAR (IN so) (IN that) (S (NP (DT the) (NN logo)) (VP (MD could) (ADVP (RB prominently)) (VP (VB feature) (NP (DT the) (JJ Arabic) (NNS numerals)) (NP (CD 50))))))) (. .)))","[('As', 'ADP'), ('this', 'DET'), ('was', 'VERB'), ('the', 'DET'), ('50th', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), (',', '.'), ('the', 'DET'), ('league', 'NOUN'), ('emphasized', 'VERB'), ('the', 'DET'), ('``', '.'), ('golden', 'ADJ'), ('anniversary', 'NOUN'), (""''"", '.'), ('with', 'ADP'), ('various', 'ADJ'), ('gold-themed', 'ADJ'), ('initiatives', 'NOUN'), (',', '.'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'ADP'), ('temporarily', 'ADV'), ('suspending', 'VERB'), ('the', 'DET'), ('tradition', 'NOUN'), ('of', 'ADP'), ('naming', 'VERB'), ('each', 'DET'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('game', 'NOUN'), ('with', 'ADP'), ('Roman', 'NOUN'), ('numerals', 'NOUN'), ('(', '.'), ('under', 'ADP'), ('which', 'DET'), ('the', 'DET'), ('game', 'NOUN'), ('would', 'VERB'), ('have', 'VERB'), ('been', 'VERB'), ('known', 'VERB'), ('as', 'ADP'), ('``', '.'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('L', 'NOUN'), (""''"", '.'), (')', '.'), (',', '.'), ('so', 'ADV'), ('that', 'ADP'), ('the', 'DET'), ('logo', 'NOUN'), ('could', 'VERB'), ('prominently', 'ADV'), ('feature', 'VERB'), ('the', 'DET'), ('Arabic', 'NOUN'), ('numerals', 'NOUN'), ('50', 'NUM'), ('.', '.')]",56,13
What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",Arabic,"(4, ((6, ['of-30', 'tradition-29', 'suspending-27', 'emphasized-10', 'feature-62', 'numerals-65', 'arabic-64']), (2, ['what-0', 'type-1', 'of-2'])))",2.0357142857142856,0.3125,0.0967741935483871,0.0,2.0357142857142856,5.096368606466077,5.477225575051665,271.0,271,66.49060083951716,303,0.9019607843137255,"(ROOT (S (SBAR (IN As) (S (NP (DT this)) (VP (VBD was) (NP (DT the) (JJ 50th) (NNP Super) (NNP Bowl))))) (, ,) (NP (DT the) (NN league)) (VP (VBD emphasized) (NP (NP (NP (DT the) (`` "") (JJ golden) (NN anniversary)) ('' "") (PP (IN with) (NP (JJ various) (ADJP (NN gold) (HYPH -) (JJ themed)) (NNS initiatives)))) (, ,) (CONJP (RB as) (RB well) (IN as)) (S (ADVP (RB temporarily)) (VP (VBG suspending) (NP (NP (DT the) (NN tradition)) (PP (IN of) (S (VP (VBG naming) (NP (DT each) (NML (NNP Super) (NNP Bowl)) (NN game)) (PP (IN with) (NP (NP (JJ Roman) (NNS numerals)) (-LRB- -LRB-) (SBAR (WHPP (IN under) (WHNP (WDT which))) (S (NP (DT the) (NN game)) (VP (MD would) (VP (VB have) (VP (VBN been) (VP (VBN known) (PP (IN as) (NP (`` "") (NML (NNP Super) (NNP Bowl)) (NNP L))))))))) ('' ""))))))))) (-RRB- -RRB-)) (, ,) (SBAR (IN so) (IN that) (S (NP (DT the) (NN logo)) (VP (MD could) (ADVP (RB prominently)) (VP (VB feature) (NP (DT the) (JJ Arabic) (NNS numerals)) (NP (CD 50))))))) (. .)))","[('As', 'ADP'), ('this', 'DET'), ('was', 'VERB'), ('the', 'DET'), ('50th', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), (',', '.'), ('the', 'DET'), ('league', 'NOUN'), ('emphasized', 'VERB'), ('the', 'DET'), ('``', '.'), ('golden', 'ADJ'), ('anniversary', 'NOUN'), (""''"", '.'), ('with', 'ADP'), ('various', 'ADJ'), ('gold-themed', 'ADJ'), ('initiatives', 'NOUN'), (',', '.'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'ADP'), ('temporarily', 'ADV'), ('suspending', 'VERB'), ('the', 'DET'), ('tradition', 'NOUN'), ('of', 'ADP'), ('naming', 'VERB'), ('each', 'DET'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('game', 'NOUN'), ('with', 'ADP'), ('Roman', 'NOUN'), ('numerals', 'NOUN'), ('(', '.'), ('under', 'ADP'), ('which', 'DET'), ('the', 'DET'), ('game', 'NOUN'), ('would', 'VERB'), ('have', 'VERB'), ('been', 'VERB'), ('known', 'VERB'), ('as', 'ADP'), ('``', '.'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('L', 'NOUN'), (""''"", '.'), (')', '.'), (',', '.'), ('so', 'ADV'), ('that', 'ADP'), ('the', 'DET'), ('logo', 'NOUN'), ('could', 'VERB'), ('prominently', 'ADV'), ('feature', 'VERB'), ('the', 'DET'), ('Arabic', 'NOUN'), ('numerals', 'NOUN'), ('50', 'NUM'), ('.', '.')]",56,15
What color was used to emphasize the 50th anniversary of the Super Bowl?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",gold,"(0, ((4, ['anniversary-14', 'with-16', 'initiatives-21', 'themed-20', 'gold-18']), (4, ['what-0', 'color-1', 'used-3', 'emphasize-5', 'anniversary-8'])))",2.0357142857142856,0.25,0.0967741935483871,0.0,2.0357142857142856,5.096368606466077,5.477225575051665,279.0,279,69.76388750635962,295,0.8979591836734694,"(ROOT (S (SBAR (IN As) (S (NP (DT this)) (VP (VBD was) (NP (DT the) (JJ 50th) (NNP Super) (NNP Bowl))))) (, ,) (NP (DT the) (NN league)) (VP (VBD emphasized) (NP (NP (NP (DT the) (`` "") (JJ golden) (NN anniversary)) ('' "") (PP (IN with) (NP (JJ various) (ADJP (NN gold) (HYPH -) (JJ themed)) (NNS initiatives)))) (, ,) (CONJP (RB as) (RB well) (IN as)) (S (ADVP (RB temporarily)) (VP (VBG suspending) (NP (NP (DT the) (NN tradition)) (PP (IN of) (S (VP (VBG naming) (NP (DT each) (NML (NNP Super) (NNP Bowl)) (NN game)) (PP (IN with) (NP (NP (JJ Roman) (NNS numerals)) (-LRB- -LRB-) (SBAR (WHPP (IN under) (WHNP (WDT which))) (S (NP (DT the) (NN game)) (VP (MD would) (VP (VB have) (VP (VBN been) (VP (VBN known) (PP (IN as) (NP (`` "") (NML (NNP Super) (NNP Bowl)) (NNP L))))))))) ('' ""))))))))) (-RRB- -RRB-)) (, ,) (SBAR (IN so) (IN that) (S (NP (DT the) (NN logo)) (VP (MD could) (ADVP (RB prominently)) (VP (VB feature) (NP (DT the) (JJ Arabic) (NNS numerals)) (NP (CD 50))))))) (. .)))","[('As', 'ADP'), ('this', 'DET'), ('was', 'VERB'), ('the', 'DET'), ('50th', 'ADJ'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), (',', '.'), ('the', 'DET'), ('league', 'NOUN'), ('emphasized', 'VERB'), ('the', 'DET'), ('``', '.'), ('golden', 'ADJ'), ('anniversary', 'NOUN'), (""''"", '.'), ('with', 'ADP'), ('various', 'ADJ'), ('gold-themed', 'ADJ'), ('initiatives', 'NOUN'), (',', '.'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'ADP'), ('temporarily', 'ADV'), ('suspending', 'VERB'), ('the', 'DET'), ('tradition', 'NOUN'), ('of', 'ADP'), ('naming', 'VERB'), ('each', 'DET'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('game', 'NOUN'), ('with', 'ADP'), ('Roman', 'NOUN'), ('numerals', 'NOUN'), ('(', '.'), ('under', 'ADP'), ('which', 'DET'), ('the', 'DET'), ('game', 'NOUN'), ('would', 'VERB'), ('have', 'VERB'), ('been', 'VERB'), ('known', 'VERB'), ('as', 'ADP'), ('``', '.'), ('Super', 'NOUN'), ('Bowl', 'NOUN'), ('L', 'NOUN'), (""''"", '.'), (')', '.'), (',', '.'), ('so', 'ADV'), ('that', 'ADP'), ('the', 'DET'), ('logo', 'NOUN'), ('could', 'VERB'), ('prominently', 'ADV'), ('feature', 'VERB'), ('the', 'DET'), ('Arabic', 'NOUN'), ('numerals', 'NOUN'), ('50', 'NUM'), ('.', '.')]",56,13
What yard marker on the field was painted gold?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,50,"(1, ((2, ['was-3', 'bowl-1', '50-2']), (3, ['what-0', 'marker-2', 'painted-7', 'was-6'])))",1.2727272727272725,0,0.0,0.0,1.2727272727272725,3.6055512754639905,3.4641016151377557,95.0,95,22.11334438749598,113,0.9230769230769231,(ROOT (S (NP (NNP Super) (NNP Bowl) (CD 50)) (VP (VBD was) (NP (NP (DT an) (JJ American) (NN football) (NN game)) (SBAR (S (VP (TO to) (VP (VB determine) (NP (NP (DT the) (NN champion)) (PP (IN of) (NP (NP (DT the) (NNP National) (NNP Football) (NNP League)) (-LRB- -LRB-) (NP (NNP NFL)) (-RRB- -RRB-)))) (PP (IN for) (NP (DT the) (CD 2015) (NN season))))))))) (. .))),"[('Super', 'NOUN'), ('Bowl', 'NOUN'), ('50', 'NUM'), ('was', 'VERB'), ('an', 'DET'), ('American', 'ADJ'), ('football', 'NOUN'), ('game', 'NOUN'), ('to', 'PRT'), ('determine', 'VERB'), ('the', 'DET'), ('champion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('National', 'NOUN'), ('Football', 'NOUN'), ('League', 'NOUN'), ('(', '.'), ('NFL', 'NOUN'), (')', '.'), ('for', 'ADP'), ('the', 'DET'), ('2015', 'NUM'), ('season', 'NOUN'), ('.', '.')]",22,9
